Trade_ID,Ticker,Strategy,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Entry_Signal,Exit_Signal,Quantity,PnL,PnL_Percent,Holding_Days,Trade_Type,Commission,Exit_Reason
18,SKTA,RSIMACD Strategy,2024-08-05T00:00:00Z,2024-08-06T00:00:00Z,4.3,3.95,,Weak Sell,1241,-534.35,-9.92053914561016,1,LONG,100,SIGNAL
19,BCOI,RSIMACD Strategy,2024-07-22T00:00:00Z,2024-08-06T00:00:00Z,0.83,0.81,,Weak Sell,4457,-189.14,-5.04466155105873,15,LONG,100,SIGNAL
20,IIDP,RSIMACD Strategy,2024-08-05T00:00:00Z,2024-08-06T00:00:00Z,1.6,1.84,,TAKE_PROFIT,2299,451.76,12.11672567321103,1,LONG,100,TAKE_PROFIT
21,IFCM,RSIMACD Strategy,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,3.5,3.5,,Weak Sell,1130,-100,-2.49687890137328,1,LONG,100,SIGNAL
22,NDSA,RSIMACD Strategy,2024-08-06T00:00:00Z,2024-08-07T00:00:00Z,0.82,0.77,,Weak Sell,5135,-356.75,-8.37303729434131,1,LONG,100,SIGNAL
23,SBPT,RSIMACD Strategy,2024-08-01T00:00:00Z,2024-08-08T00:00:00Z,43.75,43,,Sell,84,-163,-4.3758389261745,7,LONG,100,SIGNAL
24,IRMC,RSIMACD Strategy,2024-08-06T00:00:00Z,2024-08-11T00:00:00Z,3.4,3.41,,Weak Sell,1456,-85.44,-1.70866330693545,5,LONG,100,SIGNAL
25,HNTI,RSIMACD Strategy,2024-06-10T00:00:00Z,2024-08-13T00:00:00Z,11,10.5,,Weak Sell,384,-292,-6.83200748713149,64,LONG,100,SIGNAL
26,HBAG,RSIMACD Strategy,2024-07-10T00:00:00Z,2024-08-18T00:00:00Z,10.85,10.8,,Sell,343,-117.15,-3.10614999138285,39,LONG,100,SIGNAL
27,BASH,RSIMACD Strategy,2024-08-08T00:00:00Z,2024-08-19T00:00:00Z,0.29,0.28,,Weak Sell,12988,-229.88,-6.02328823116347,11,LONG,100,SIGNAL
28,IMIB,RSIMACD Strategy,2024-07-31T00:00:00Z,2024-08-20T00:00:00Z,2,1.85,,Weak Sell,1836,-375.4,-10.08597528210639,20,LONG,100,SIGNAL
29,BBOB,RSIMACD Strategy,2024-07-02T00:00:00Z,2024-08-20T00:00:00Z,2.92,2.82,,Weak Sell,1552,-255.2,-5.5698147469139,49,LONG,100,SIGNAL
30,SBPT,RSIMACD Strategy,2024-08-13T00:00:00Z,2024-09-01T00:00:00Z,44,46.25,,Sell,82,84.5,2.31000546746856,19,LONG,100,SIGNAL
31,IMOS,RSIMACD Strategy,2024-08-04T00:00:00Z,2024-09-02T00:00:00Z,8.79,7.73,,Weak Sell,560,-693.6,-13.94899847156303,29,LONG,100,SIGNAL
32,IKLV,RSIMACD Strategy,2024-08-08T00:00:00Z,2024-09-09T00:00:00Z,1.62,1.863,,TAKE_PROFIT,2183,430.469,12.00261539233673,32,LONG,100,TAKE_PROFIT
33,BIBI,RSIMACD Strategy,2024-08-19T00:00:00Z,2024-09-10T00:00:00Z,0.33,0.32,,Weak Sell,14667,-246.67,-5.04426280799409,22,LONG,100,SIGNAL
34,BMFI,RSIMACD Strategy,2024-09-09T00:00:00Z,2024-09-12T00:00:00Z,0.18,0.17,,Weak Sell,19495,-294.95,-8.28720744008317,3,LONG,100,SIGNAL
35,BIME,RSIMACD Strategy,2024-09-10T00:00:00Z,2024-09-25T00:00:00Z,0.1,0.08,,Weak Sell,35742,-814.84,-22.48330666078031,15,LONG,100,SIGNAL
36,BINT,RSIMACD Strategy,2024-06-09T00:00:00Z,2024-09-26T00:00:00Z,0.32,0.34,,Hold,10211,104.22,3.14150329161542,109,LONG,100,TIME_LIMIT
37,SKTA,RSIMACD Strategy,2024-08-20T00:00:00Z,2024-09-29T00:00:00Z,4,4.6,,TAKE_PROFIT,884,430.4,12.00223089793642,40,LONG,100,TAKE_PROFIT
38,BROI,RSIMACD Strategy,2024-09-01T00:00:00Z,2024-09-30T00:00:00Z,0.85,0.88,,Weak Sell,5629,68.87,1.42450849596144,29,LONG,100,SIGNAL
39,BROI,RSIMACD Strategy,2024-09-30T00:00:00Z,2024-10-01T00:00:00Z,0.88,0.88,,Weak Sell,4096,-100,-2.73636741752589,1,LONG,100,SIGNAL
40,BASH,RSIMACD Strategy,2024-09-26T00:00:00Z,2024-10-01T00:00:00Z,0.3,0.29,,Weak Sell,11657,-216.57,-6.10555101350399,5,LONG,100,SIGNAL
41,SKTA,RSIMACD Strategy,2024-10-01T00:00:00Z,2024-10-08T00:00:00Z,4.5,4,,Weak Sell,799,-499.5,-13.70182416678096,7,LONG,100,SIGNAL
42,HNTI,RSIMACD Strategy,2024-09-12T00:00:00Z,2024-10-09T00:00:00Z,9.75,9.2625,,STOP_LOSS,364,-277.45,-7.70908585718255,27,LONG,100,STOP_LOSS
43,SNUC,RSIMACD Strategy,2024-08-21T00:00:00Z,2024-10-10T00:00:00Z,0.75,0.64,,Weak Sell,4775,-625.25,-17.21858864027539,50,LONG,100,SIGNAL
44,BGUC,RSIMACD Strategy,2024-10-08T00:00:00Z,2024-10-10T00:00:00Z,0.34,0.33,,Weak Sell,10444,-204.44,-5.67737492224296,2,LONG,100,SIGNAL
45,SMRI,RSIMACD Strategy,2024-09-02T00:00:00Z,2024-10-10T00:00:00Z,5.63,5.25,,Weak Sell,841,-419.58,-8.76896357864334,38,LONG,100,SIGNAL
46,IKLV,RSIMACD Strategy,2024-10-09T00:00:00Z,2024-10-16T00:00:00Z,2.5,2.52,,Sell,1413,-71.74,-2.00251221214236,7,LONG,100,SIGNAL
47,BNOI,RSIMACD Strategy,2024-10-01T00:00:00Z,2024-10-21T00:00:00Z,2.7,2.87,,Sell,1326,125.42,3.4549060657815,20,LONG,100,SIGNAL
48,BSUC,RSIMACD Strategy,2024-09-25T00:00:00Z,2024-10-23T00:00:00Z,0.09,0.0855,,STOP_LOSS,38947,-275.2615,-7.74243860453473,28,LONG,100,STOP_LOSS
49,BLAD,RSIMACD Strategy,2024-10-13T00:00:00Z,2024-10-29T00:00:00Z,0.13,0.1235,,STOP_LOSS,28041,-282.2665,-7.63846530621081,16,LONG,100,STOP_LOSS
50,BTIB,RSIMACD Strategy,2024-08-19T00:00:00Z,2024-10-29T00:00:00Z,0.78,0.75,,Weak Sell,4661,-239.83,-6.50725258982304,71,LONG,100,SIGNAL
51,HISH,RSIMACD Strategy,2024-09-29T00:00:00Z,2024-10-31T00:00:00Z,9.6,11.04,,TAKE_PROFIT,367,428.48,11.99149221985895,32,LONG,100,TAKE_PROFIT
52,SAEI,RSIMACD Strategy,2024-10-29T00:00:00Z,2024-10-31T00:00:00Z,2.8,2.75,,Sell,1701,-185.05,-3.84495511968085,2,LONG,100,SIGNAL
53,IBSD,RSIMACD Strategy,2024-10-31T00:00:00Z,2024-11-04T00:00:00Z,4.14,4.15,,Weak Sell,1070,-89.3,-1.99339256216795,4,LONG,100,SIGNAL
54,BIME,RSIMACD Strategy,2024-10-29T00:00:00Z,2024-11-06T00:00:00Z,0.08,0.076,,STOP_LOSS,41049,-264.196,-7.92448529058886,8,LONG,100,STOP_LOSS
55,AISP,RSIMACD Strategy,2024-10-16T00:00:00Z,2024-11-06T00:00:00Z,8.55,8.9,,Sell,534,86.9,1.88270468184674,21,LONG,100,SIGNAL
56,HKAR,RSIMACD Strategy,2024-10-10T00:00:00Z,2024-11-13T00:00:00Z,0.4,0.46,,TAKE_PROFIT,13218,693.08,12.98583526942966,34,LONG,100,TAKE_PROFIT
57,BIME,RSIMACD Strategy,2024-11-07T00:00:00Z,2024-11-13T00:00:00Z,0.08,0.07,,Weak Sell,44049,-540.49,-15.1231700765546,6,LONG,100,SIGNAL
58,IBSD,RSIMACD Strategy,2024-11-13T00:00:00Z,2024-11-14T00:00:00Z,4.16,4.13,,Weak Sell,827,-124.81,-3.57588988975223,1,LONG,100,SIGNAL
59,IRMC,RSIMACD Strategy,2024-10-21T00:00:00Z,2024-11-17T00:00:00Z,3.65,3.65,,Weak Sell,924,-100,-2.9217553906387,27,LONG,100,SIGNAL
60,TASC,RSIMACD Strategy,2024-11-07T00:00:00Z,2024-11-26T00:00:00Z,11.9,12.21,,Sell,278,-13.82,-0.41152998630219,19,LONG,100,SIGNAL
61,BIME,RSIMACD Strategy,2024-11-17T00:00:00Z,2024-11-27T00:00:00Z,0.08,0.07,,Weak Sell,42794,-527.94,-15.19899122503973,10,LONG,100,SIGNAL
62,BROI,RSIMACD Strategy,2024-11-27T00:00:00Z,2024-12-01T00:00:00Z,0.85,0.84,,Sell,4018,-140.18,-4.04524860762416,4,LONG,100,SIGNAL
63,BMFI,RSIMACD Strategy,2024-11-14T00:00:00Z,2024-12-02T00:00:00Z,0.16,0.16,,Weak Sell,21457,-100,-2.87098922804842,18,LONG,100,SIGNAL
64,BSUC,RSIMACD Strategy,2024-12-02T00:00:00Z,2024-12-03T00:00:00Z,0.09,0.08,,Weak Sell,37505,-475.05,-13.86825088674481,1,LONG,100,SIGNAL
65,NGIR,RSIMACD Strategy,2024-11-04T00:00:00Z,2024-12-15T00:00:00Z,0.37,0.4255,,TAKE_PROFIT,11988,565.334,12.6034207545992,41,LONG,100,TAKE_PROFIT
66,IKHC,RSIMACD Strategy,2024-10-13T00:00:00Z,2024-12-17T00:00:00Z,2.5,2.2,,Weak Sell,1369,-510.7,-14.70698344132469,65,LONG,100,SIGNAL
67,IHFI,RSIMACD Strategy,2024-10-31T00:00:00Z,2024-12-22T00:00:00Z,1.45,1.4,,Weak Sell,3064,-253.2,-5.63568376068376,52,LONG,100,SIGNAL
68,TZNI,RSIMACD Strategy,2024-12-01T00:00:00Z,2024-12-30T00:00:00Z,2.4,2.39,,Weak Sell,1407,-114.07,-3.32876152678884,29,LONG,100,SIGNAL
